Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Temperature(℃)
 13:23:07.565,COM4, -0.016, 0.021, 0.993, 0.549, -0.183, 0.183, 0.862, 0.862, 0.231, 37.82,
 13:23:07.612,COM4, -0.013, 0.011, 1.000, -0.793, 0.427, 0.000, 0.857, 0.868, 0.231, 37.82,
 13:23:07.674,COM4, -0.010, 0.012, 1.000, -0.671, 0.427, 0.000, 0.835, 0.884, 0.231, 37.82,
 13:23:07.721,COM4, -0.012, 0.020, 0.997, 0.671, 0.000, -0.244, 0.851, 0.895, 0.231, 37.82,
 13:23:07.768,COM4, -0.010, 0.023, 0.995, 0.305, -0.305, 0.000, 0.851, 0.901, 0.231, 37.82,
 13:23:07.815,COM4, -0.010, 0.023, 0.988, 0.183, -0.366, 0.244, 0.857, 0.901, 0.231, 37.83,
 13:23:07.862,COM4, -0.012, 0.021, 0.991, 0.000, -0.366, 0.000, 0.862, 0.890, 0.231, 37.82,
 13:23:07.924,COM4, -0.009, 0.022, 1.003, 0.000, 0.000, 0.000, 0.868, 0.890, 0.231, 37.83,
 13:23:07.971,COM4, -0.012, 0.024, 1.000, 0.000, -0.366, 0.183, 0.879, 0.873, 0.231, 37.81,
 13:23:08.018,COM4, -0.017, 0.024, 0.991, 0.000, -0.305, 0.000, 0.890, 0.873, 0.231, 37.82,
 13:23:08.065,COM4, -0.015, 0.016, 0.991, 0.000, 0.000, 0.000, 0.890, 0.873, 0.231, 37.82,
 13:23:08.112,COM4, -0.015, 0.023, 1.000, -0.244, 0.000, 0.000, 0.901, 0.862, 0.231, 37.82,
 13:23:08.175,COM4, -0.019, 0.016, 1.001, -0.549, 0.244, 0.000, 0.901, 0.857, 0.231, 37.80,
 13:23:08.222,COM4, -0.018, 0.020, 1.000, 0.000, 0.000, 0.000, 0.906, 0.851, 0.231, 37.84,
 13:23:08.269,COM4, -0.019, 0.018, 0.991, 0.000, 0.000, 0.000, 0.906, 0.846, 0.231, 37.81,
 13:23:08.316,COM4, -0.015, 0.015, 0.993, 0.000, 0.000, 0.000, 0.912, 0.840, 0.231, 37.79,
 13:23:08.363,COM4, -0.023, 0.019, 0.994, 0.000, 0.183, 0.000, 0.923, 0.835, 0.231, 37.82,
 13:23:08.410,COM4, -0.014, 0.023, 0.996, -0.183, 0.427, 0.000, 0.923, 0.846, 0.231, 37.83,
 13:23:08.472,COM4, -0.023, 0.016, 0.987, -0.183, 0.305, 0.000, 0.917, 0.851, 0.231, 37.83,
 13:23:08.520,COM4, -0.017, 0.021, 0.992, 0.977, 0.000, -0.427, 0.950, 0.857, 0.231, 37.83,
 13:23:08.560,COM4, -0.007, 0.020, 0.996, 0.000, 0.000, 0.000, 0.934, 0.862, 0.231, 37.83,
 13:23:08.618,COM4, -0.013, 0.018, 1.006, 0.000, 0.000, 0.000, 0.928, 0.868, 0.231, 37.82,
 13:23:08.664,COM4, -0.013, 0.022, 0.996, 0.366, -0.183, 0.000, 0.945, 0.873, 0.231, 37.82,
 13:23:08.711,COM4, -0.014, 0.017, 0.993, 0.183, 0.000, 0.000, 0.945, 0.879, 0.231, 37.84,
 13:23:08.774,COM4, -0.006, 0.018, 0.993, 0.000, 0.000, 0.000, 0.945, 0.890, 0.231, 37.82,
 13:23:08.821,COM4, -0.010, 0.020, 0.995, 0.000, 0.000, 0.000, 0.945, 0.884, 0.231, 37.83,
 13:23:08.868,COM4, -0.014, 0.025, 0.999, 0.000, -0.244, 0.000, 0.945, 0.884, 0.231, 37.82,
 13:23:08.914,COM4, -0.009, 0.015, 0.994, 0.000, -0.244, -0.244, 0.956, 0.873, 0.231, 37.81,
 13:23:08.961,COM4, -0.019, 0.023, 0.995, 0.000, 0.000, 0.000, 0.956, 0.873, 0.231, 37.82,
 13:23:09.008,COM4, -0.019, 0.023, 0.993, 0.000, 0.000, 0.000, 0.961, 0.873, 0.231, 37.82,
 13:23:09.071,COM4, -0.016, 0.023, 0.998, 0.000, 0.000, 0.000, 0.967, 0.868, 0.231, 37.85,
 13:23:09.118,COM4, -0.019, 0.019, 0.998, -0.183, 0.183, 0.000, 0.972, 0.862, 0.231, 37.83,
 13:23:09.164,COM4, -0.015, 0.019, 1.006, 0.000, 0.183, 0.000, 0.972, 0.868, 0.231, 37.82,
 13:23:09.208,COM4, -0.020, 0.019, 0.996, -0.183, 0.183, 0.000, 0.972, 0.862, 0.231, 37.83,
 13:23:09.260,COM4, -0.016, 0.018, 0.993, 0.000, 0.000, 0.000, 0.978, 0.857, 0.231, 37.82,
 13:23:09.309,COM4, -0.016, 0.014, 0.998, 0.000, 0.000, 0.000, 0.978, 0.857, 0.231, 37.83,
 13:23:09.358,COM4, -0.018, 0.021, 1.000, 0.000, 0.000, 0.000, 0.983, 0.862, 0.231, 37.82,
 13:23:09.408,COM4, -0.008, 0.019, 0.997, 0.000, 0.000, 0.000, 0.983, 0.868, 0.231, 37.84,
 13:23:09.467,COM4, -0.014, 0.020, 0.991, 0.610, -0.244, -0.427, 1.000, 0.857, 0.231, 37.84,
 13:23:09.514,COM4, -0.014, 0.018, 0.997, -1.160, 0.244, 0.000, 0.956, 0.873, 0.231, 37.83,
 13:23:09.561,COM4, -0.015, 0.023, 0.999, 0.000, -0.183, 0.000, 0.972, 0.862, 0.231, 37.84,
 13:23:09.607,COM4, -0.010, 0.018, 1.000, 0.183, -0.244, 0.000, 0.989, 0.862, 0.231, 37.83,
 13:23:09.663,COM4, -0.012, 0.022, 1.000, 0.000, -0.305, 0.000, 0.989, 0.851, 0.231, 37.84,
 13:23:09.710,COM4, -0.010, 0.021, 0.997, -0.183, 0.000, 0.000, 0.989, 0.851, 0.231, 37.81,
 13:23:09.773,COM4, -0.013, 0.022, 0.988, -0.183, 0.000, 0.000, 0.989, 0.840, 0.231, 37.82,
 13:23:09.820,COM4, -0.015, 0.021, 0.990, 0.000, 0.000, 0.000, 0.994, 0.835, 0.231, 37.79,
 13:23:09.866,COM4, -0.019, 0.017, 0.995, 0.000, 0.000, 0.000, 0.994, 0.829, 0.231, 37.83,
 13:23:09.913,COM4, -0.009, 0.014, 0.990, 0.000, 0.244, 0.000, 1.000, 0.829, 0.231, 37.84,
 13:23:09.960,COM4, -0.014, 0.033, 0.985, 2.502, -1.099, 0.183, 1.088, 0.797, 0.231, 37.82,
 13:23:10.007,COM4, -0.014, 0.029, 0.994, 2.441, -0.671, -0.610, 1.187, 0.758, 0.231, 37.84,
 13:23:10.057,COM4, -0.017, 0.023, 0.993, 0.244, 0.000, 0.000, 1.176, 0.758, 0.231, 37.84,
 13:23:10.107,COM4, -0.010, 0.020, 0.998, -0.977, 0.366, 0.000, 1.165, 0.764, 0.231, 37.84,
 13:23:10.158,COM4, -0.011, 0.017, 0.990, -0.183, 0.000, 0.000, 1.154, 0.769, 0.231, 37.84,
 13:23:10.207,COM4, -0.013, 0.023, 0.994, 0.244, -0.244, 0.000, 1.154, 0.775, 0.231, 37.82,
 13:23:10.256,COM4, -0.009, 0.019, 0.992, 0.183, -0.366, 0.000, 1.154, 0.764, 0.231, 37.82,
 13:23:10.305,COM4, -0.012, 0.023, 0.995, 0.000, -0.305, 0.000, 1.148, 0.753, 0.231, 37.83,
 13:23:10.355,COM4, -0.011, 0.022, 0.993, -0.183, -0.183, 0.000, 1.143, 0.747, 0.231, 37.83,
 13:23:10.418,COM4, -0.010, 0.025, 0.997, 0.000, 0.000, 0.000, 1.148, 0.747, 0.231, 37.84,
 13:23:10.465,COM4, -0.011, 0.024, 1.000, 0.000, 0.000, 0.000, 1.148, 0.747, 0.231, 37.85,
 13:23:10.512,COM4, -0.018, 0.024, 1.002, 0.000, 0.000, 0.000, 1.148, 0.753, 0.231, 37.84,
 13:23:10.559,COM4, -0.018, 0.023, 0.995, 0.000, 0.183, 0.000, 1.148, 0.764, 0.231, 37.83,
 13:23:10.606,COM4, -0.017, 0.012, 1.000, 0.000, 0.000, 0.000, 1.137, 0.769, 0.231, 37.83,
 13:23:10.668,COM4, -0.014, 0.019, 0.999, -0.183, 0.183, 0.000, 1.132, 0.780, 0.231, 37.84,
 13:23:10.715,COM4, -0.018, 0.025, 1.001, 0.000, 0.000, 0.000, 1.137, 0.780, 0.231, 37.84,
 13:23:10.762,COM4, -0.015, 0.019, 0.998, 0.000, 0.000, 0.000, 1.132, 0.786, 0.231, 37.83,
 13:23:10.809,COM4, -0.014, 0.023, 0.992, 0.000, 0.000, 0.000, 1.137, 0.780, 0.231, 37.84,
